# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	479917	482301	-	WP_013882483.1	WP_013882483.1		helicase-associated domain-containing protein			CELGI_RS02210	2385	794	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	482384	483601	+							CELGI_RS02215	1218		old_locus_tag=Celgi_0437
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	482384	483601	+	WP_081465410.1	WP_081465410.1		M20 family metallopeptidase			CELGI_RS02215	1218	405	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	483609	483911	-							CELGI_RS02220	303		old_locus_tag=Celgi_0438
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	483609	483911	-	WP_013882485.1	WP_013882485.1		hypothetical protein			CELGI_RS02220	303	100	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	484098	484481	+							CELGI_RS02225	384		old_locus_tag=Celgi_0439
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	484098	484481	+	WP_013882486.1	WP_013882486.1		cold shock domain-containing protein			CELGI_RS02225	384	127	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	484484	485440	+							CELGI_RS02230	957		old_locus_tag=Celgi_0440
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	484484	485440	+	WP_013882487.1	WP_013882487.1		DUF3027 domain-containing protein			CELGI_RS02230	957	318	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	485437	488607	+							CELGI_RS02235	3171		old_locus_tag=Celgi_0441
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	485437	488607	+	WP_013882488.1	WP_013882488.1		ATP-binding protein			CELGI_RS02235	3171	1056	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	488611	488835	-							CELGI_RS02240	225		old_locus_tag=Celgi_0442
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	488611	488835	-	WP_013882489.1	WP_013882489.1		DUF2530 domain-containing protein			CELGI_RS02240	225	74	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	488997	489206	+							CELGI_RS02245	210		old_locus_tag=Celgi_0443
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	488997	489206	+	WP_013882490.1	WP_013882490.1		BldC family transcriptional regulator			CELGI_RS02245	210	69	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	489229	490413	-							CELGI_RS02250	1185		old_locus_tag=Celgi_0444
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	489229	490413	-	WP_013882491.1	WP_013882491.1		HDOD domain-containing protein			CELGI_RS02250	1185	394	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	490501	490911	-							CELGI_RS02255	411		old_locus_tag=Celgi_0445
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	490501	490911	-	WP_013882492.1	WP_013882492.1		flagellar assembly protein FliW			CELGI_RS02255	411	136	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	490908	491786	-					flgL		CELGI_RS02260	879		old_locus_tag=Celgi_0446
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	490908	491786	-	WP_013882493.1	WP_013882493.1		flagellar hook-associated protein FlgL	flgL		CELGI_RS02260	879	292	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	491796	493229	-					flgK		CELGI_RS02265	1434		old_locus_tag=Celgi_0447
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	491796	493229	-	WP_013882494.1	WP_013882494.1		flagellar hook-associated protein FlgK	flgK		CELGI_RS02265	1434	477	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	493271	493750	-							CELGI_RS02270	480		old_locus_tag=Celgi_0448
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	493271	493750	-	WP_013882495.1	WP_013882495.1		flagellar export chaperone FlgN			CELGI_RS02270	480	159	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	494166	495029	+							CELGI_RS02275	864		old_locus_tag=Celgi_0449
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	494166	495029	+	WP_013882496.1	WP_013882496.1		sigma-70 family RNA polymerase sigma factor			CELGI_RS02275	864	287	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	495145	496284	+							CELGI_RS02280	1140		old_locus_tag=Celgi_0450
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	495145	496284	+	WP_013882497.1	WP_013882497.1		flagellin domain protein			CELGI_RS02280	1140	379	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	496421	497803	+					fliD		CELGI_RS02285	1383		old_locus_tag=Celgi_0451
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	496421	497803	+	WP_013882498.1	WP_013882498.1		flagellar filament capping protein FliD	fliD		CELGI_RS02285	1383	460	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	497820	498242	+					fliS		CELGI_RS02290	423		old_locus_tag=Celgi_0452
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	497820	498242	+	WP_013882499.1	WP_013882499.1		flagellar export chaperone FliS	fliS		CELGI_RS02290	423	140	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	498246	498605	+							CELGI_RS02295	360		old_locus_tag=Celgi_0453
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	498246	498605	+	WP_013882500.1	WP_013882500.1		hypothetical protein			CELGI_RS02295	360	119	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	498810	499139	+							CELGI_RS02300	330		old_locus_tag=Celgi_0454
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	498810	499139	+	WP_245528152.1	WP_245528152.1		flagellar basal body protein			CELGI_RS02300	330	109	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499139	499537	+							CELGI_RS02305	399		old_locus_tag=Celgi_0455
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499139	499537	+	WP_013882502.1	WP_013882502.1		flagellar basal body protein			CELGI_RS02305	399	132	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499537	499866	+					fliE		CELGI_RS02310	330		old_locus_tag=Celgi_0456
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499537	499866	+	WP_013882503.1	WP_013882503.1		flagellar hook-basal body complex protein FliE	fliE		CELGI_RS02310	330	109	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499866	501464	+					fliF		CELGI_RS02315	1599		old_locus_tag=Celgi_0457
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	499866	501464	+	WP_013882504.1	WP_013882504.1		flagellar M-ring protein FliF	fliF		CELGI_RS02315	1599	532	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	501464	502468	+					fliG		CELGI_RS02320	1005		old_locus_tag=Celgi_0458
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	501464	502468	+	WP_013882505.1	WP_013882505.1		flagellar motor switch protein FliG	fliG		CELGI_RS02320	1005	334	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	502461	503066	+							CELGI_RS02325	606		old_locus_tag=Celgi_0459
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	502461	503066	+	WP_013882506.1	WP_013882506.1		FliH/SctL family protein			CELGI_RS02325	606	201	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	503063	504376	+							CELGI_RS02330	1314		old_locus_tag=Celgi_0460
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	503063	504376	+	WP_013882507.1	WP_013882507.1		FliI/YscN family ATPase			CELGI_RS02330	1314	437	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	504373	504819	+							CELGI_RS02335	447		old_locus_tag=Celgi_0461
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	504373	504819	+	WP_013882508.1	WP_013882508.1		flagellar FliJ family protein			CELGI_RS02335	447	148	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	504816	505691	+							CELGI_RS02340	876		old_locus_tag=Celgi_0462
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	504816	505691	+	WP_013882509.1	WP_013882509.1		C40 family peptidase			CELGI_RS02340	876	291	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	505688	507094	+							CELGI_RS16245	1407		old_locus_tag=Celgi_0463
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	505688	507094	+	WP_013882510.1	WP_013882510.1		flagellar hook-length control protein FliK			CELGI_RS16245	1407	468	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	507137	507652	+							CELGI_RS02355	516		old_locus_tag=Celgi_0464
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	507137	507652	+	WP_013882511.1	WP_013882511.1		flagellar hook capping protein			CELGI_RS02355	516	171	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	507714	508892	+							CELGI_RS02360	1179		old_locus_tag=Celgi_0465
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	507714	508892	+	WP_013882512.1	WP_013882512.1		flagellar hook protein FlgE			CELGI_RS02360	1179	392	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	508971	511103	+							CELGI_RS02365	2133		old_locus_tag=Celgi_0466
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	508971	511103	+	WP_013882513.1	WP_013882513.1		SpoIIE family protein phosphatase			CELGI_RS02365	2133	710	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	511150	512721	-							CELGI_RS02370	1572		old_locus_tag=Celgi_0467
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	511150	512721	-	WP_013882514.1	WP_013882514.1		DEAD/DEAH box helicase			CELGI_RS02370	1572	523	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	512991	513281	+							CELGI_RS02375	291		old_locus_tag=Celgi_0468
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	512991	513281	+	WP_013882515.1	WP_013882515.1		flagellar FlbD family protein			CELGI_RS02375	291	96	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	513281	514060	+							CELGI_RS02380	780		old_locus_tag=Celgi_0469
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	513281	514060	+	WP_013882516.1	WP_013882516.1		motility protein A			CELGI_RS02380	780	259	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	514057	514947	+							CELGI_RS02385	891		old_locus_tag=Celgi_0470
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	514057	514947	+	WP_013882517.1	WP_013882517.1		flagellar motor protein MotB			CELGI_RS02385	891	296	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	514952	515470	+							CELGI_RS02390	519		old_locus_tag=Celgi_0471
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	514952	515470	+	WP_013882518.1	WP_013882518.1		flagellar basal body-associated FliL family protein			CELGI_RS02390	519	172	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	515684	516619	+							CELGI_RS02395	936		old_locus_tag=Celgi_0472
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	515684	516619	+	WP_013882519.1	WP_013882519.1		flagellar motor switch protein FliM			CELGI_RS02395	936	311	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	516616	517323	+					fliN		CELGI_RS02400	708		old_locus_tag=Celgi_0473
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	516616	517323	+	WP_013882520.1	WP_013882520.1		flagellar motor switch protein FliN	fliN		CELGI_RS02400	708	235	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	517339	517797	+							CELGI_RS02405	459		old_locus_tag=Celgi_0474
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	517339	517797	+	WP_013882521.1	WP_013882521.1		flagellar biosynthetic protein FliO			CELGI_RS02405	459	152	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	517794	518636	+					fliP		CELGI_RS02410	843		old_locus_tag=Celgi_0475
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	517794	518636	+	WP_013882522.1	WP_013882522.1		flagellar type III secretion system pore protein FliP	fliP		CELGI_RS02410	843	280	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	518636	518908	+					fliQ		CELGI_RS02415	273		old_locus_tag=Celgi_0476
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	518636	518908	+	WP_013882523.1	WP_013882523.1		flagellar biosynthesis protein FliQ	fliQ		CELGI_RS02415	273	90	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	518910	519677	+							CELGI_RS02420	768		old_locus_tag=Celgi_0477
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	518910	519677	+	WP_013882524.1	WP_013882524.1		flagellar biosynthetic protein FliR			CELGI_RS02420	768	255	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	519674	520858	+							CELGI_RS02425	1185		old_locus_tag=Celgi_0478
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	519674	520858	+	WP_013882525.1	WP_013882525.1		EscU/YscU/HrcU family type III secretion system export apparatus switch protein			CELGI_RS02425	1185	394	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	520855	522915	+							CELGI_RS02430	2061		old_locus_tag=Celgi_0479
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	520855	522915	+	WP_013882526.1	WP_013882526.1		flagellar biosynthesis protein FlhA			CELGI_RS02430	2061	686	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	522893	524026	+							CELGI_RS02435	1134		old_locus_tag=Celgi_0480
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	522893	524026	+	WP_013882527.1	WP_013882527.1		hypothetical protein			CELGI_RS02435	1134	377	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	524087	524629	-							CELGI_RS02440	543		old_locus_tag=Celgi_0481
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	524087	524629	-	WP_013882528.1	WP_013882528.1		hypothetical protein			CELGI_RS02440	543	180	
gene	pseudogene	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	524790	524930	+					csrA		CELGI_RS17510	141		partial;pseudo
CDS	without_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	524790	524930	+				carbon storage regulator CsrA	csrA		CELGI_RS17510	141		partial;pseudo
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	525147	527504	+							CELGI_RS02450	2358		old_locus_tag=Celgi_0483
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	525147	527504	+	WP_013882530.1	WP_013882530.1		chemotaxis protein CheA			CELGI_RS02450	2358	785	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	527501	527917	+							CELGI_RS02455	417		old_locus_tag=Celgi_0484
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	527501	527917	+	WP_013882531.1	WP_013882531.1		chemotaxis protein CheW			CELGI_RS02455	417	138	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	528045	529667	+							CELGI_RS02460	1623		old_locus_tag=Celgi_0485
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	528045	529667	+	WP_013882532.1	WP_013882532.1		methyl-accepting chemotaxis protein			CELGI_RS02460	1623	540	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	529728	530834	+							CELGI_RS02465	1107		old_locus_tag=Celgi_0486
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	529728	530834	+	WP_013882533.1	WP_013882533.1		sugar-binding protein			CELGI_RS02465	1107	368	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	530834	532441	+							CELGI_RS02470	1608		old_locus_tag=Celgi_0487
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	530834	532441	+	WP_013882534.1	WP_013882534.1		methyl-accepting chemotaxis protein			CELGI_RS02470	1608	535	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	532441	533589	+							CELGI_RS02475	1149		old_locus_tag=Celgi_0488
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	532441	533589	+	WP_013882535.1	WP_013882535.1		chemotaxis response regulator protein-glutamate methylesterase			CELGI_RS02475	1149	382	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	533586	534566	+							CELGI_RS02480	981		old_locus_tag=Celgi_0489
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	533586	534566	+	WP_013882536.1	WP_013882536.1		protein-glutamate O-methyltransferase CheR			CELGI_RS02480	981	326	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	534563	534946	+							CELGI_RS02485	384		old_locus_tag=Celgi_0490
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	534563	534946	+	WP_013882537.1	WP_013882537.1		response regulator			CELGI_RS02485	384	127	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	534943	535431	+							CELGI_RS02490	489		old_locus_tag=Celgi_0491
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	534943	535431	+	WP_013882538.1	WP_013882538.1		chemotaxis protein CheX			CELGI_RS02490	489	162	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	535428	535793	+							CELGI_RS02495	366		old_locus_tag=Celgi_0492
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	535428	535793	+	WP_013882539.1	WP_013882539.1		response regulator			CELGI_RS02495	366	121	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	535790	536272	+							CELGI_RS02500	483		old_locus_tag=Celgi_0493
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	535790	536272	+	WP_013882540.1	WP_013882540.1		hypothetical protein			CELGI_RS02500	483	160	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	536389	537840	+							CELGI_RS02505	1452		old_locus_tag=Celgi_0494
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	536389	537840	+	WP_013882541.1	WP_013882541.1		NCS2 family permease			CELGI_RS02505	1452	483	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	538006	539331	+							CELGI_RS02510	1326		old_locus_tag=Celgi_0495
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	538006	539331	+	WP_013882542.1	WP_013882542.1		UDP-glucose/GDP-mannose dehydrogenase family protein			CELGI_RS02510	1326	441	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	539385	539873	+							CELGI_RS02515	489		old_locus_tag=Celgi_0496
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	539385	539873	+	WP_013882543.1	WP_013882543.1		MarR family transcriptional regulator			CELGI_RS02515	489	162	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	539870	541198	+							CELGI_RS02520	1329		old_locus_tag=Celgi_0497
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	539870	541198	+	WP_013882544.1	WP_013882544.1		MFS transporter			CELGI_RS02520	1329	442	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	541290	543104	+							CELGI_RS02525	1815		old_locus_tag=Celgi_0498
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	541290	543104	+	WP_013882545.1	WP_013882545.1		DUF4012 domain-containing protein			CELGI_RS02525	1815	604	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	543362	544036	+							CELGI_RS02530	675		old_locus_tag=Celgi_0499
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	543362	544036	+	WP_013882546.1	WP_013882546.1		hypothetical protein			CELGI_RS02530	675	224	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	544132	545259	-					serC		CELGI_RS02535	1128		old_locus_tag=Celgi_0500
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	544132	545259	-	WP_041574068.1	WP_041574068.1		phosphoserine transaminase	serC		CELGI_RS02535	1128	375	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	545355	546044	+							CELGI_RS02540	690		old_locus_tag=Celgi_0501
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	545355	546044	+	WP_013882548.1	WP_013882548.1		metal-dependent transcriptional regulator			CELGI_RS02540	690	229	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	546453	547220	+							CELGI_RS02545	768		old_locus_tag=Celgi_0502
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	546453	547220	+	WP_013882549.1	WP_013882549.1		C40 family peptidase			CELGI_RS02545	768	255	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	547478	547984	+							CELGI_RS02550	507		old_locus_tag=Celgi_0503
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	547478	547984	+	WP_013882550.1	WP_013882550.1		HNH endonuclease			CELGI_RS02550	507	168	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	548078	549004	+							CELGI_RS02555	927		old_locus_tag=Celgi_0504
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	548078	549004	+	WP_013882551.1	WP_013882551.1		universal stress protein			CELGI_RS02555	927	308	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	549035	549481	-							CELGI_RS02560	447		old_locus_tag=Celgi_0505
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	549035	549481	-	WP_013882552.1	WP_013882552.1		Lrp/AsnC family transcriptional regulator			CELGI_RS02560	447	148	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	549628	550662	+							CELGI_RS17250	1035		old_locus_tag=Celgi_0506
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	549628	550662	+	WP_013882553.1	WP_013882553.1		hypothetical protein			CELGI_RS17250	1035	344	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	550667	551887	-					rocD		CELGI_RS02570	1221		old_locus_tag=Celgi_0507
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	550667	551887	-	WP_013882554.1	WP_013882554.1		ornithine--oxo-acid transaminase	rocD		CELGI_RS02570	1221	406	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	551889	552734	-							CELGI_RS17455	846		old_locus_tag=Celgi_0508
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	551889	552734	-	WP_013882555.1	WP_013882555.1		amidinotransferase			CELGI_RS17455	846	281	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	552873	553325	-							CELGI_RS02580	453		old_locus_tag=Celgi_0509
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	552873	553325	-	WP_013882556.1	WP_013882556.1		SRPBCC family protein			CELGI_RS02580	453	150	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	553382	554374	+							CELGI_RS02585	993		old_locus_tag=Celgi_0510
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	553382	554374	+	WP_041574070.1	WP_041574070.1		aldo/keto reductase			CELGI_RS02585	993	330	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	554430	556301	-							CELGI_RS02590	1872		old_locus_tag=Celgi_0511
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	554430	556301	-	WP_041574071.1	WP_041574071.1		TerD family protein			CELGI_RS02590	1872	623	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	556434	557153	-							CELGI_RS02595	720		old_locus_tag=Celgi_0512
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	556434	557153	-	WP_013882559.1	WP_013882559.1		hypothetical protein			CELGI_RS02595	720	239	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	557159	557620	-							CELGI_RS02600	462		old_locus_tag=Celgi_0513
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	557159	557620	-	WP_013882560.1	WP_013882560.1		OsmC family protein			CELGI_RS02600	462	153	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	557720	558172	+							CELGI_RS02605	453		old_locus_tag=Celgi_0514
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	557720	558172	+	WP_013882561.1	WP_013882561.1		hypothetical protein			CELGI_RS02605	453	150	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	558216	559073	-							CELGI_RS02610	858		old_locus_tag=Celgi_0515
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	558216	559073	-	WP_013882562.1	WP_013882562.1		SDR family oxidoreductase			CELGI_RS02610	858	285	
gene	protein_coding	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	559331	559753	+							CELGI_RS02615	423		old_locus_tag=Celgi_0516
CDS	with_protein	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	559331	559753	+	WP_013882563.1	WP_013882563.1		hypothetical protein			CELGI_RS02615	423	140	
gene	tRNA	GCF_000218545.1	Primary Assembly	chromosome		NC_015671.1	559843	559915	+							CELGI_RS02620	73		old_locus_tag=Celgi_R0009
