# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	408657	409640	-	WP_013115630.1	WP_013115630.1		MerR family transcriptional regulator			CFLA_RS01915	984	327	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	409674	410888	-							CFLA_RS01920	1215		old_locus_tag=Cfla_0380
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	409674	410888	-	WP_013115631.1	WP_013115631.1		MFS transporter			CFLA_RS01920	1215	404	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	410922	412001	-							CFLA_RS01925	1080		old_locus_tag=Cfla_0381
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	410922	412001	-	WP_013115632.1	WP_013115632.1		hypothetical protein			CFLA_RS01925	1080	359	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412045	412206	-							CFLA_RS20275	162		old_locus_tag=Cfla_0382
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412045	412206	-	WP_013115633.1	WP_013115633.1		hypothetical protein			CFLA_RS20275	162	53	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412249	412797	-							CFLA_RS20795	549		
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412249	412797	-	WP_245530331.1	WP_245530331.1		RICIN domain-containing protein			CFLA_RS20795	549	182	
gene	pseudogene	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412849	413301	-							CFLA_RS20800	453		partial;pseudo
CDS	without_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	412849	413301	-				SGNH/GDSL hydrolase family protein			CFLA_RS20800	453		partial;pseudo
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	413611	413982	-							CFLA_RS01935	372		old_locus_tag=Cfla_0384
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	413611	413982	-	WP_245530284.1	WP_245530284.1		metalloregulator ArsR/SmtB family transcription factor			CFLA_RS01935	372	123	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	414056	415462	+							CFLA_RS01940	1407		old_locus_tag=Cfla_0385
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	414056	415462	+	WP_013115636.1	WP_013115636.1		FAD-dependent oxidoreductase			CFLA_RS01940	1407	468	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	415459	415980	+							CFLA_RS01945	522		old_locus_tag=Cfla_0386
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	415459	415980	+	WP_013115637.1	WP_013115637.1		GNAT family N-acetyltransferase			CFLA_RS01945	522	173	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	416042	416494	-							CFLA_RS01950	453		old_locus_tag=Cfla_0387
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	416042	416494	-	WP_013115638.1	WP_013115638.1		arsenate reductase ArsC			CFLA_RS01950	453	150	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	416491	417540	-							CFLA_RS01955	1050		old_locus_tag=Cfla_0388
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	416491	417540	-	WP_013115639.1	WP_013115639.1		metalloregulator ArsR/SmtB family transcription factor			CFLA_RS01955	1050	349	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	417537	418643	-					arsB		CFLA_RS01960	1107		old_locus_tag=Cfla_0389
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	417537	418643	-	WP_013115640.1	WP_013115640.1		ACR3 family arsenite efflux transporter	arsB		CFLA_RS01960	1107	368	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	418740	419882	+							CFLA_RS01965	1143		old_locus_tag=Cfla_0390
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	418740	419882	+	WP_013115641.1	WP_013115641.1		hypothetical protein			CFLA_RS01965	1143	380	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	419879	420580	+							CFLA_RS01970	702		old_locus_tag=Cfla_0391
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	419879	420580	+	WP_013115642.1	WP_013115642.1		iron-containing redox enzyme family protein			CFLA_RS01970	702	233	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	420582	421433	+							CFLA_RS01975	852		old_locus_tag=Cfla_0392
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	420582	421433	+	WP_013115643.1	WP_013115643.1		hypothetical protein			CFLA_RS01975	852	283	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	421497	422402	-							CFLA_RS01980	906		old_locus_tag=Cfla_0393
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	421497	422402	-	WP_013115644.1	WP_013115644.1		phosphotransferase			CFLA_RS01980	906	301	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	422459	423784	-							CFLA_RS01985	1326		old_locus_tag=Cfla_0394
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	422459	423784	-	WP_013115645.1	WP_013115645.1		FAD-binding protein			CFLA_RS01985	1326	441	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	423892	424746	+							CFLA_RS01990	855		old_locus_tag=Cfla_0395
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	423892	424746	+	WP_013115646.1	WP_013115646.1		sigma-70 family RNA polymerase sigma factor			CFLA_RS01990	855	284	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	424832	425209	-							CFLA_RS01995	378		old_locus_tag=Cfla_0396
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	424832	425209	-	WP_013115647.1	WP_013115647.1		nitrite reductase (NAD(P)H) small subunit			CFLA_RS01995	378	125	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	425206	427650	-					nirB		CFLA_RS02000	2445		old_locus_tag=Cfla_0397
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	425206	427650	-	WP_043599526.1	WP_043599526.1		nitrite reductase large subunit NirB	nirB		CFLA_RS02000	2445	814	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	427712	430300	-							CFLA_RS02005	2589		old_locus_tag=Cfla_0398
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	427712	430300	-	WP_013115649.1	WP_013115649.1		molybdopterin oxidoreductase family protein			CFLA_RS02005	2589	862	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	430487	430846	+							CFLA_RS02010	360		old_locus_tag=Cfla_0399
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	430487	430846	+	WP_013115650.1	WP_013115650.1		hypothetical protein			CFLA_RS02010	360	119	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	431131	431712	+							CFLA_RS02015	582		old_locus_tag=Cfla_0400
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	431131	431712	+	WP_013115651.1	WP_013115651.1		hypothetical protein			CFLA_RS02015	582	193	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	431797	432036	+							CFLA_RS02020	240		old_locus_tag=Cfla_0401
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	431797	432036	+	WP_052302658.1	WP_052302658.1		hypothetical protein			CFLA_RS02020	240	79	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	432061	432618	-							CFLA_RS02025	558		old_locus_tag=Cfla_0402
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	432061	432618	-	WP_013115653.1	WP_013115653.1		SMI1/KNR4 family protein			CFLA_RS02025	558	185	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	432746	433393	-							CFLA_RS02030	648		old_locus_tag=Cfla_0403
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	432746	433393	-	WP_013115654.1	WP_013115654.1		HAD-IA family hydrolase			CFLA_RS02030	648	215	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	433458	433835	-							CFLA_RS02035	378		old_locus_tag=Cfla_0404
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	433458	433835	-	WP_013115655.1	WP_013115655.1		hypothetical protein			CFLA_RS02035	378	125	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	434691	437150	-							CFLA_RS20805	2460		
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	434691	437150	-	WP_245530285.1	WP_245530285.1		molybdopterin-dependent oxidoreductase			CFLA_RS20805	2460	819	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	437354	438043	-							CFLA_RS02055	690		old_locus_tag=Cfla_0407
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	437354	438043	-	WP_013115658.1	WP_013115658.1		hypothetical protein			CFLA_RS02055	690	229	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438149	438340	+							CFLA_RS02060	192		old_locus_tag=Cfla_0408
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438149	438340	+	WP_013115659.1	WP_013115659.1		helix-turn-helix transcriptional regulator			CFLA_RS02060	192	63	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438330	438761	+							CFLA_RS02065	432		old_locus_tag=Cfla_0409
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438330	438761	+	WP_013115660.1	WP_013115660.1		hypothetical protein			CFLA_RS02065	432	143	
gene	pseudogene	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438831	439378	-							CFLA_RS02070	548		pseudo;old_locus_tag=Cfla_0410
CDS	without_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	438831	439378	-				ATP-binding protein			CFLA_RS02070	548		pseudo
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	439916	443158	+							CFLA_RS02075	3243		old_locus_tag=Cfla_0411
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	439916	443158	+	WP_043598695.1	WP_043598695.1		hypothetical protein			CFLA_RS02075	3243	1080	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	443174	443932	+							CFLA_RS02080	759		old_locus_tag=Cfla_0412
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	443174	443932	+	WP_013115663.1	WP_013115663.1		hypothetical protein			CFLA_RS02080	759	252	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	444089	445096	+							CFLA_RS02085	1008		old_locus_tag=Cfla_0413
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	444089	445096	+	WP_013115664.1	WP_013115664.1		DUF4232 domain-containing protein			CFLA_RS02085	1008	335	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	445174	445752	-							CFLA_RS02090	579		old_locus_tag=Cfla_0414
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	445174	445752	-	WP_245530286.1	WP_245530286.1		RidA family protein			CFLA_RS02090	579	192	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	446218	446496	-							CFLA_RS02095	279		old_locus_tag=Cfla_0415
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	446218	446496	-	WP_013115666.1	WP_013115666.1		hypothetical protein			CFLA_RS02095	279	92	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	446676	447203	+							CFLA_RS02100	528		old_locus_tag=Cfla_0416
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	446676	447203	+	WP_013115667.1	WP_013115667.1		TmrB protein			CFLA_RS02100	528	175	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	447200	447622	+							CFLA_RS02105	423		old_locus_tag=Cfla_0417
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	447200	447622	+	WP_013115668.1	WP_013115668.1		pyridoxamine 5'-phosphate oxidase family protein			CFLA_RS02105	423	140	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448094	448432	-							CFLA_RS02110	339		old_locus_tag=Cfla_0418
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448094	448432	-	WP_013115669.1	WP_013115669.1		rhodanese-like domain-containing protein			CFLA_RS02110	339	112	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448429	448734	-							CFLA_RS02115	306		old_locus_tag=Cfla_0419
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448429	448734	-	WP_043598700.1	WP_043598700.1		hypothetical protein			CFLA_RS02115	306	101	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448816	449583	-							CFLA_RS02120	768		old_locus_tag=Cfla_0420
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	448816	449583	-	WP_013115670.1	WP_013115670.1		MerR family transcriptional regulator			CFLA_RS02120	768	255	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	449732	450727	+							CFLA_RS02125	996		old_locus_tag=Cfla_0421
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	449732	450727	+	WP_013115671.1	WP_013115671.1		bile acid:sodium symporter			CFLA_RS02125	996	331	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	451144	451509	+							CFLA_RS02130	366		old_locus_tag=Cfla_0422
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	451144	451509	+	WP_013115672.1	WP_013115672.1		metalloregulator ArsR/SmtB family transcription factor			CFLA_RS02130	366	121	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	451506	452156	+							CFLA_RS02135	651		old_locus_tag=Cfla_0423
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	451506	452156	+	WP_013115673.1	WP_013115673.1		cation transporter			CFLA_RS02135	651	216	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	452146	452802	+							CFLA_RS02140	657		old_locus_tag=Cfla_0424
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	452146	452802	+	WP_013115674.1	WP_013115674.1		isoprenylcysteine carboxylmethyltransferase family protein			CFLA_RS02140	657	218	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	452799	453725	+							CFLA_RS02145	927		old_locus_tag=Cfla_0425
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	452799	453725	+	WP_013115675.1	WP_013115675.1		cation diffusion facilitator family transporter			CFLA_RS02145	927	308	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	453852	454532	-							CFLA_RS02150	681		old_locus_tag=Cfla_0426
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	453852	454532	-	WP_013115676.1	WP_013115676.1		alkylmercury lyase family protein			CFLA_RS02150	681	226	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	454575	455027	-							CFLA_RS02155	453		old_locus_tag=Cfla_0427
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	454575	455027	-	WP_013115677.1	WP_013115677.1		Lrp/AsnC family transcriptional regulator			CFLA_RS02155	453	150	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	455152	455766	+							CFLA_RS02160	615		old_locus_tag=Cfla_0428
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	455152	455766	+	WP_013115678.1	WP_013115678.1		LysE family translocator			CFLA_RS02160	615	204	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	455864	456055	+							CFLA_RS02165	192		old_locus_tag=Cfla_0429
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	455864	456055	+	WP_043598705.1	WP_043598705.1		hypothetical protein			CFLA_RS02165	192	63	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	456052	456519	+							CFLA_RS02170	468		old_locus_tag=Cfla_0430
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	456052	456519	+	WP_013115680.1	WP_013115680.1		PaaI family thioesterase			CFLA_RS02170	468	155	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	456980	457603	+							CFLA_RS02175	624		old_locus_tag=Cfla_0431
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	456980	457603	+	WP_013115681.1	WP_013115681.1		uridine kinase			CFLA_RS02175	624	207	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	458317	458805	-							CFLA_RS02185	489		old_locus_tag=Cfla_0433
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	458317	458805	-	WP_222836771.1	WP_222836771.1		amino acid transporter			CFLA_RS02185	489	162	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	459613	461619	-							CFLA_RS02190	2007		old_locus_tag=Cfla_0435
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	459613	461619	-	WP_013115684.1	WP_013115684.1		hypothetical protein			CFLA_RS02190	2007	668	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	461665	463620	-							CFLA_RS02195	1956		old_locus_tag=Cfla_0436
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	461665	463620	-	WP_013115685.1	WP_013115685.1		ATP-binding protein			CFLA_RS02195	1956	651	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	463617	464279	-							CFLA_RS02200	663		old_locus_tag=Cfla_0437
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	463617	464279	-	WP_222836772.1	WP_222836772.1		hypothetical protein			CFLA_RS02200	663	220	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	464645	467083	-							CFLA_RS02205	2439		old_locus_tag=Cfla_0438
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	464645	467083	-	WP_245530287.1	WP_245530287.1		ATP-dependent RecD-like DNA helicase			CFLA_RS02205	2439	812	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	467773	468780	-							CFLA_RS02210	1008		old_locus_tag=Cfla_0439
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	467773	468780	-	WP_043598709.1	WP_043598709.1		IS30 family transposase			CFLA_RS02210	1008	335	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	469143	470999	+					dnaK		CFLA_RS02215	1857		old_locus_tag=Cfla_0440
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	469143	470999	+	WP_013115689.1	WP_013115689.1		molecular chaperone DnaK	dnaK		CFLA_RS02215	1857	618	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	470996	471625	+					grpE		CFLA_RS02220	630		old_locus_tag=Cfla_0441
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	470996	471625	+	WP_013115690.1	WP_013115690.1		nucleotide exchange factor GrpE	grpE		CFLA_RS02220	630	209	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	471753	472730	+							CFLA_RS02225	978		old_locus_tag=Cfla_0442
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	471753	472730	+	WP_013115691.1	WP_013115691.1		DnaJ domain-containing protein			CFLA_RS02225	978	325	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	472792	473214	+							CFLA_RS02230	423		old_locus_tag=Cfla_0443
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	472792	473214	+	WP_013115692.1	WP_013115692.1		helix-turn-helix transcriptional regulator			CFLA_RS02230	423	140	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	473422	475272	+							CFLA_RS02235	1851		old_locus_tag=Cfla_0444
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	473422	475272	+	WP_013115693.1	WP_013115693.1		AAA family ATPase			CFLA_RS02235	1851	616	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	475411	475644	+							CFLA_RS02240	234		old_locus_tag=Cfla_0445
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	475411	475644	+	WP_013115694.1	WP_013115694.1		hypothetical protein			CFLA_RS02240	234	77	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	476220	476465	+					nrdH		CFLA_RS02245	246		old_locus_tag=Cfla_0446
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	476220	476465	+	WP_013115695.1	WP_013115695.1		glutaredoxin-like protein NrdH	nrdH		CFLA_RS02245	246	81	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	476677	477093	+					nrdI		CFLA_RS02250	417		old_locus_tag=Cfla_0447
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	476677	477093	+	WP_013115696.1	WP_013115696.1		class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	nrdI		CFLA_RS02250	417	138	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	477051	479210	+					nrdE		CFLA_RS02255	2160		old_locus_tag=Cfla_0448
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	477051	479210	+	WP_013115697.1	WP_013115697.1		class 1b ribonucleoside-diphosphate reductase subunit alpha	nrdE		CFLA_RS02255	2160	719	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	479224	480018	+							CFLA_RS02260	795		old_locus_tag=Cfla_0449
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	479224	480018	+	WP_013115698.1	WP_013115698.1		NUMOD3 domain-containing DNA-binding protein			CFLA_RS02260	795	264	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	480015	480995	+					nrdF		CFLA_RS02265	981		old_locus_tag=Cfla_0450
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	480015	480995	+	WP_013115699.1	WP_013115699.1		class 1b ribonucleoside-diphosphate reductase subunit beta	nrdF		CFLA_RS02265	981	326	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	481172	482038	+							CFLA_RS02270	867		old_locus_tag=Cfla_0451
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	481172	482038	+	WP_013115700.1	WP_013115700.1		hypothetical protein			CFLA_RS02270	867	288	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	482284	482652	-							CFLA_RS02275	369		old_locus_tag=Cfla_0452
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	482284	482652	-	WP_043598715.1	WP_043598715.1		cupin domain-containing protein			CFLA_RS02275	369	122	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	482691	483143	-							CFLA_RS02280	453		old_locus_tag=Cfla_0453
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	482691	483143	-	WP_013115702.1	WP_013115702.1		DUF6234 family protein			CFLA_RS02280	453	150	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	483291	484187	+							CFLA_RS02285	897		old_locus_tag=Cfla_0454
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	483291	484187	+	WP_013115703.1	WP_013115703.1		rhodanese-like domain-containing protein			CFLA_RS02285	897	298	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	484268	486166	-							CFLA_RS02290	1899		old_locus_tag=Cfla_0455
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	484268	486166	-	WP_222836773.1	WP_222836773.1		family 43 glycosylhydrolase			CFLA_RS02290	1899	632	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	486121	487827	-							CFLA_RS02295	1707		old_locus_tag=Cfla_0456
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	486121	487827	-	WP_013115705.1	WP_013115705.1		ricin-type beta-trefoil lectin domain protein			CFLA_RS02295	1707	568	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	488126	490258	-							CFLA_RS02300	2133		old_locus_tag=Cfla_0457
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	488126	490258	-	WP_013115706.1	WP_013115706.1		ATPase AAA			CFLA_RS02300	2133	710	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	490450	491046	-							CFLA_RS02305	597		old_locus_tag=Cfla_0458
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	490450	491046	-	WP_013115707.1	WP_013115707.1		histidine phosphatase family protein			CFLA_RS02305	597	198	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	491055	492224	-							CFLA_RS02310	1170		old_locus_tag=Cfla_0459
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	491055	492224	-	WP_013115708.1	WP_013115708.1		PEP-utilizing enzyme			CFLA_RS02310	1170	389	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	492281	492667	+							CFLA_RS02315	387		old_locus_tag=Cfla_0460
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	492281	492667	+	WP_013115709.1	WP_013115709.1		DNA-binding protein			CFLA_RS02315	387	128	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	492664	493287	+							CFLA_RS02320	624		old_locus_tag=Cfla_0461
CDS	with_protein	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	492664	493287	+	WP_013115710.1	WP_013115710.1		hypothetical protein			CFLA_RS02320	624	207	
gene	protein_coding	GCF_000092865.1	Primary Assembly	chromosome		NC_014151.1	493493	494521	-					lgt		CFLA_RS02325	1029		old_locus_tag=Cfla_0462
