# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	376145	377134	+							LFM56_RS01615	990		old_locus_tag=LFM56_01615
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	376145	377134	+	WP_226238386.1	WP_226238386.1		bile acid:sodium symporter			LFM56_RS01615	990	329	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	377186	377863	-							LFM56_RS01620	678		old_locus_tag=LFM56_01620
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	377186	377863	-	WP_046529420.1	WP_046529420.1		response regulator transcription factor			LFM56_RS01620	678	225	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	377860	380433	-							LFM56_RS01625	2574		old_locus_tag=LFM56_01625
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	377860	380433	-	WP_226239393.1	WP_226239393.1		DUF4118 domain-containing protein			LFM56_RS01625	2574	857	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	380451	381029	-					kdpC		LFM56_RS01630	579		old_locus_tag=LFM56_01630
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	380451	381029	-	WP_226238387.1	WP_226238387.1		potassium-transporting ATPase subunit KdpC	kdpC		LFM56_RS01630	579	192	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	381041	383047	-					kdpB		LFM56_RS01635	2007		old_locus_tag=LFM56_01635
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	381041	383047	-	WP_226239394.1	WP_226239394.1		potassium-transporting ATPase subunit KdpB	kdpB		LFM56_RS01635	2007	668	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	383146	384810	-					kdpA		LFM56_RS01640	1665		old_locus_tag=LFM56_01640
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	383146	384810	-	WP_226238388.1	WP_226238388.1		potassium-transporting ATPase subunit KdpA	kdpA		LFM56_RS01640	1665	554	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	384807	384896	-					kdpF		LFM56_RS01645	90		old_locus_tag=LFM56_01645
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	384807	384896	-	WP_226238389.1	WP_226238389.1		K(+)-transporting ATPase subunit F	kdpF		LFM56_RS01645	90	29	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	385245	387281	-							LFM56_RS01650	2037		old_locus_tag=LFM56_01650
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	385245	387281	-	WP_226238392.1	WP_226238392.1		family 31 glucosidase			LFM56_RS01650	2037	678	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	387471	388487	-							LFM56_RS01655	1017		old_locus_tag=LFM56_01655
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	387471	388487	-	WP_226238395.1	WP_226238395.1		LacI family transcriptional regulator			LFM56_RS01655	1017	338	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	388592	389635	+							LFM56_RS01660	1044		old_locus_tag=LFM56_01660
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	388592	389635	+	WP_226238398.1	WP_226238398.1		transcriptional regulator			LFM56_RS01660	1044	347	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	389625	390437	+							LFM56_RS01665	813		old_locus_tag=LFM56_01665
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	389625	390437	+	WP_226238400.1	WP_226238400.1		prevent-host-death protein			LFM56_RS01665	813	270	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	390617	391060	+							LFM56_RS01670	444		old_locus_tag=LFM56_01670
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	390617	391060	+	WP_226238403.1	WP_226238403.1		YdeI/OmpD-associated family protein			LFM56_RS01670	444	147	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	391179	391736	-							LFM56_RS01675	558		old_locus_tag=LFM56_01675
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	391179	391736	-	WP_226238405.1	WP_226238405.1		exonuclease SbcC			LFM56_RS01675	558	185	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	391830	392264	-							LFM56_RS01680	435		old_locus_tag=LFM56_01680
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	391830	392264	-	WP_226238408.1	WP_226238408.1		hypothetical protein			LFM56_RS01680	435	144	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	392370	392912	-							LFM56_RS01685	543		old_locus_tag=LFM56_01685
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	392370	392912	-	WP_218779966.1	WP_218779966.1		isoprenylcysteine carboxylmethyltransferase family protein			LFM56_RS01685	543	180	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	392935	393588	-							LFM56_RS01690	654		old_locus_tag=LFM56_01690
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	392935	393588	-	WP_226238409.1	WP_226238409.1		chloramphenicol acetyltransferase			LFM56_RS01690	654	217	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	393643	394269	-							LFM56_RS01695	627		old_locus_tag=LFM56_01695
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	393643	394269	-	WP_226238410.1	WP_226238410.1		esterase			LFM56_RS01695	627	208	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	394266	395195	-							LFM56_RS01700	930		old_locus_tag=LFM56_01700
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	394266	395195	-	WP_046529408.1	WP_046529408.1		VOC family protein			LFM56_RS01700	930	309	
gene	pseudogene	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	395375	395515	+							LFM56_RS01705	141		partial;pseudo;old_locus_tag=LFM56_01705
CDS	without_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	395375	395515	+				energy transducer TonB			LFM56_RS01705	141		partial;pseudo
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	396202	398520	+							LFM56_RS01710	2319		old_locus_tag=LFM56_01710
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	396202	398520	+	WP_087509084.1	WP_087509084.1		YhgE/Pip domain-containing protein			LFM56_RS01710	2319	772	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	398554	399117	+							LFM56_RS01715	564		old_locus_tag=LFM56_01715
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	398554	399117	+	WP_087509083.1	WP_087509083.1		TetR/AcrR family transcriptional regulator			LFM56_RS01715	564	187	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399194	399568	+							LFM56_RS01720	375		old_locus_tag=LFM56_01720
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399194	399568	+	WP_087509082.1	WP_087509082.1		ATP-binding protein			LFM56_RS01720	375	124	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399600	399950	-							LFM56_RS01725	351		old_locus_tag=LFM56_01725
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399600	399950	-	WP_070319416.1	WP_070319416.1		STAS domain-containing protein			LFM56_RS01725	351	116	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399992	402097	-							LFM56_RS01730	2106		old_locus_tag=LFM56_01730
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	399992	402097	-	WP_226238411.1	WP_226238411.1		SpoIIE family protein phosphatase			LFM56_RS01730	2106	701	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	402291	404708	+							LFM56_RS01735	2418		old_locus_tag=LFM56_01735
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	402291	404708	+	WP_087509078.1	WP_087509078.1		excinuclease ABC subunit UvrA			LFM56_RS01735	2418	805	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	404715	405188	-							LFM56_RS01740	474		old_locus_tag=LFM56_01740
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	404715	405188	-	WP_226239395.1	WP_226239395.1		N-acetyltransferase family protein			LFM56_RS01740	474	157	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	405251	405625	-							LFM56_RS01745	375		old_locus_tag=LFM56_01745
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	405251	405625	-	WP_070319419.1	WP_070319419.1		ArsR family transcriptional regulator			LFM56_RS01745	375	124	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	405732	406493	+					arsM		LFM56_RS01750	762		old_locus_tag=LFM56_01750
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	405732	406493	+	WP_226238412.1	WP_226238412.1		arsenite methyltransferase	arsM		LFM56_RS01750	762	253	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	406534	406956	-							LFM56_RS01755	423		old_locus_tag=LFM56_01755
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	406534	406956	-	WP_087509076.1	WP_087509076.1		arsenate reductase ArsC			LFM56_RS01755	423	140	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	407061	407483	-							LFM56_RS01760	423		old_locus_tag=LFM56_01760
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	407061	407483	-	WP_087509074.1	WP_087509074.1		organic hydroperoxide resistance protein			LFM56_RS01760	423	140	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	407599	408192	+							LFM56_RS01765	594		old_locus_tag=LFM56_01765
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	407599	408192	+	WP_226238414.1	WP_226238414.1		TetR/AcrR family transcriptional regulator			LFM56_RS01765	594	197	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	408203	409126	-							LFM56_RS01770	924		old_locus_tag=LFM56_01770
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	408203	409126	-	WP_226238417.1	WP_226238417.1		EamA family transporter			LFM56_RS01770	924	307	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	409393	411225	-							LFM56_RS01775	1833		old_locus_tag=LFM56_01775
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	409393	411225	-	WP_226238419.1	WP_226238419.1		ABC transporter ATP-binding protein/permease			LFM56_RS01775	1833	610	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	411222	412997	-							LFM56_RS01780	1776		old_locus_tag=LFM56_01780
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	411222	412997	-	WP_226238421.1	WP_226238421.1		ABC transporter ATP-binding protein/permease			LFM56_RS01780	1776	591	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	413053	413934	+							LFM56_RS01785	882		old_locus_tag=LFM56_01785
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	413053	413934	+	WP_226238423.1	WP_226238423.1		helix-turn-helix transcriptional regulator			LFM56_RS01785	882	293	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	414037	414996	+							LFM56_RS01790	960		old_locus_tag=LFM56_01790
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	414037	414996	+	WP_226238425.1	WP_226238425.1		ABC transporter substrate-binding protein			LFM56_RS01790	960	319	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	415039	415935	+							LFM56_RS01795	897		old_locus_tag=LFM56_01795
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	415039	415935	+	WP_226238427.1	WP_226238427.1		siderophore-interacting protein			LFM56_RS01795	897	298	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	415932	417044	+							LFM56_RS01800	1113		old_locus_tag=LFM56_01800
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	415932	417044	+	WP_226238429.1	WP_226238429.1		iron chelate uptake ABC transporter family permease subunit			LFM56_RS01800	1113	370	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	417158	418168	+							LFM56_RS01805	1011		old_locus_tag=LFM56_01805
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	417158	418168	+	WP_226239396.1	WP_226239396.1		iron chelate uptake ABC transporter family permease subunit			LFM56_RS01805	1011	336	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	418165	419019	+							LFM56_RS01810	855		old_locus_tag=LFM56_01810
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	418165	419019	+	WP_226238432.1	WP_226238432.1		ABC transporter ATP-binding protein			LFM56_RS01810	855	284	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	419088	420866	-							LFM56_RS01815	1779		old_locus_tag=LFM56_01815
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	419088	420866	-	WP_226238434.1	WP_226238434.1		sodium:proton antiporter			LFM56_RS01815	1779	592	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	421110	422537	-							LFM56_RS01820	1428		old_locus_tag=LFM56_01820
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	421110	422537	-	WP_226238436.1	WP_226238436.1		APC family permease			LFM56_RS01820	1428	475	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	422754	423089	+							LFM56_RS01825	336		old_locus_tag=LFM56_01825
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	422754	423089	+	WP_087508781.1	WP_087508781.1		YtxH domain-containing protein			LFM56_RS01825	336	111	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	423133	423648	+							LFM56_RS01830	516		old_locus_tag=LFM56_01830
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	423133	423648	+	WP_226238439.1	WP_226238439.1		gluconokinase			LFM56_RS01830	516	171	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	423730	425013	+							LFM56_RS01835	1284		old_locus_tag=LFM56_01835
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	423730	425013	+	WP_046529391.1	WP_046529391.1		MFS transporter			LFM56_RS01835	1284	427	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	425087	425485	+							LFM56_RS01840	399		old_locus_tag=LFM56_01840
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	425087	425485	+	WP_070320802.1	WP_070320802.1		VOC family protein			LFM56_RS01840	399	132	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	425516	427285	-							LFM56_RS01845	1770		old_locus_tag=LFM56_01845
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	425516	427285	-	WP_226238441.1	WP_226238441.1		pyruvate dehydrogenase			LFM56_RS01845	1770	589	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	427415	428944	-							LFM56_RS01850	1530		old_locus_tag=LFM56_01850
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	427415	428944	-	WP_226238443.1	WP_226238443.1		AMP-binding protein			LFM56_RS01850	1530	509	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	429045	430283	-							LFM56_RS01855	1239		old_locus_tag=LFM56_01855
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	429045	430283	-	WP_226238445.1	WP_226238445.1		OFA family MFS transporter			LFM56_RS01855	1239	412	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	430297	431886	-							LFM56_RS01860	1590		old_locus_tag=LFM56_01860
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	430297	431886	-	WP_226238447.1	WP_226238447.1		acyl CoA:acetate/3-ketoacid CoA transferase			LFM56_RS01860	1590	529	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	432102	433244	+							LFM56_RS01865	1143		old_locus_tag=LFM56_01865
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	432102	433244	+	WP_087508787.1	WP_087508787.1		acyl-CoA dehydrogenase family protein			LFM56_RS01865	1143	380	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	433277	434044	+							LFM56_RS01870	768		old_locus_tag=LFM56_01870
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	433277	434044	+	WP_226238449.1	WP_226238449.1		hypothetical protein			LFM56_RS01870	768	255	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	434068	434988	+							LFM56_RS01875	921		old_locus_tag=LFM56_01875
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	434068	434988	+	WP_226238450.1	WP_226238450.1		electron transfer flavoprotein subunit alpha/FixB family protein			LFM56_RS01875	921	306	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	434985	436298	+							LFM56_RS01880	1314		old_locus_tag=LFM56_01880
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	434985	436298	+	WP_087508790.1	WP_087508790.1		FAD-dependent oxidoreductase			LFM56_RS01880	1314	437	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	436295	436585	+							LFM56_RS01885	291		old_locus_tag=LFM56_01885
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	436295	436585	+	WP_226238451.1	WP_226238451.1		4Fe-4S dicluster domain-containing protein			LFM56_RS01885	291	96	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	436633	437487	-							LFM56_RS01890	855		old_locus_tag=LFM56_01890
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	436633	437487	-	WP_226238452.1	WP_226238452.1		TetR/AcrR family transcriptional regulator			LFM56_RS01890	855	284	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	437573	438610	-							LFM56_RS01895	1038		old_locus_tag=LFM56_01895
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	437573	438610	-	WP_226238454.1	WP_226238454.1		aminoglycoside phosphotransferase family protein			LFM56_RS01895	1038	345	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	438760	440151	-							LFM56_RS01900	1392		old_locus_tag=LFM56_01900
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	438760	440151	-	WP_226238456.1	WP_226238456.1		MFS transporter			LFM56_RS01900	1392	463	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	440229	440519	+							LFM56_RS01905	291		old_locus_tag=LFM56_01905
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	440229	440519	+	WP_226238459.1	WP_226238459.1		N-acetyltransferase			LFM56_RS01905	291	96	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	440735	442420	-					pgm		LFM56_RS01910	1686		old_locus_tag=LFM56_01910
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	440735	442420	-	WP_226238461.1	WP_226238461.1		phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	pgm		LFM56_RS01910	1686	561	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	442632	443456	+							LFM56_RS01915	825		old_locus_tag=LFM56_01915
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	442632	443456	+	WP_046529379.1	WP_046529379.1		DUF5926 family protein			LFM56_RS01915	825	274	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	443558	444496	-							LFM56_RS01920	939		old_locus_tag=LFM56_01920
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	443558	444496	-	WP_226238462.1	WP_226238462.1		hypothetical protein			LFM56_RS01920	939	312	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	444802	445668	+							LFM56_RS01925	867		old_locus_tag=LFM56_01925
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	444802	445668	+	WP_226238463.1	WP_226238463.1		glycosyltransferase family 2 protein			LFM56_RS01925	867	288	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	445625	447964	-							LFM56_RS01930	2340		old_locus_tag=LFM56_01930
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	445625	447964	-	WP_226238466.1	WP_226238466.1		hypothetical protein			LFM56_RS01930	2340	779	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	448106	449071	+					pheA		LFM56_RS01935	966		old_locus_tag=LFM56_01935
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	448106	449071	+	WP_087509733.1	WP_087509733.1		prephenate dehydratase	pheA		LFM56_RS01935	966	321	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	449100	450239	-							LFM56_RS01940	1140		old_locus_tag=LFM56_01940
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	449100	450239	-	WP_226238468.1	WP_226238468.1		NAD(+)/NADH kinase			LFM56_RS01940	1140	379	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	450381	451661	+					serS		LFM56_RS01945	1281		old_locus_tag=LFM56_01945
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	450381	451661	+	WP_046529376.1	WP_046529376.1		serine--tRNA ligase	serS		LFM56_RS01945	1281	426	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	451658	452455	+							LFM56_RS01950	798		old_locus_tag=LFM56_01950
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	451658	452455	+	WP_087509711.1	WP_087509711.1		HAD hydrolase family protein			LFM56_RS01950	798	265	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	452675	454054	+							LFM56_RS01955	1380		old_locus_tag=LFM56_01955
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	452675	454054	+	WP_226238471.1	WP_226238471.1		ABC transporter substrate-binding protein			LFM56_RS01955	1380	459	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	454205	455182	+							LFM56_RS01960	978		old_locus_tag=LFM56_01960
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	454205	455182	+	WP_046529373.1	WP_046529373.1		sugar ABC transporter permease			LFM56_RS01960	978	325	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	455179	456117	+							LFM56_RS01965	939		old_locus_tag=LFM56_01965
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	455179	456117	+	WP_082131488.1	WP_082131488.1		carbohydrate ABC transporter permease			LFM56_RS01965	939	312	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	456162	457046	+							LFM56_RS01970	885		old_locus_tag=LFM56_01970
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	456162	457046	+	WP_226238474.1	WP_226238474.1		EamA family transporter			LFM56_RS01970	885	294	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	457076	457600	-							LFM56_RS01975	525		old_locus_tag=LFM56_01975
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	457076	457600	-	WP_226239397.1	WP_226239397.1		bacterial proteasome activator family protein			LFM56_RS01975	525	174	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	457757	458986	+							LFM56_RS01980	1230		old_locus_tag=LFM56_01980
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	457757	458986	+	WP_226238476.1	WP_226238476.1		AGE family epimerase/isomerase			LFM56_RS01980	1230	409	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	459024	460028	-							LFM56_RS01985	1005		old_locus_tag=LFM56_01985
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	459024	460028	-	WP_226238479.1	WP_226238479.1		NAD(P)H-quinone oxidoreductase			LFM56_RS01985	1005	334	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	460282	464829	+							LFM56_RS01990	4548		old_locus_tag=LFM56_01990
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	460282	464829	+	WP_226238481.1	WP_226238481.1		HAMP domain-containing protein			LFM56_RS01990	4548	1515	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	464918	465367	+							LFM56_RS01995	450		old_locus_tag=LFM56_01995
CDS	with_protein	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	464918	465367	+	WP_046529366.1	WP_046529366.1		roadblock/LC7 domain-containing protein			LFM56_RS01995	450	149	
gene	protein_coding	GCF_020412445.1	Primary Assembly	chromosome		NZ_CP084585.1	465378	465755	+							LFM56_RS02000	378		old_locus_tag=LFM56_02000
