# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1194363	1194746	+	WP_013770258.1	WP_013770258.1		DUF3817 domain-containing protein			CELF_RS05525	384	127	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1194758	1195891	+							CELF_RS05530	1134		old_locus_tag=Celf_1098
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1194758	1195891	+	WP_013770259.1	WP_013770259.1		glycosyltransferase family 4 protein			CELF_RS05530	1134	377	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1196081	1196566	+							CELF_RS05535	486		old_locus_tag=Celf_1099
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1196081	1196566	+	WP_013770260.1	WP_013770260.1		hypothetical protein			CELF_RS05535	486	161	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1196801	1197292	+							CELF_RS05540	492		old_locus_tag=Celf_1100
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1196801	1197292	+	WP_013770261.1	WP_013770261.1		hypothetical protein			CELF_RS05540	492	163	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1197350	1198153	-							CELF_RS05545	804		old_locus_tag=Celf_1101
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1197350	1198153	-	WP_013770262.1	WP_013770262.1		hypothetical protein			CELF_RS05545	804	267	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1198150	1199616	-							CELF_RS05550	1467		old_locus_tag=Celf_1102
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1198150	1199616	-	WP_013770263.1	WP_013770263.1		PspC domain-containing protein			CELF_RS05550	1467	488	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1199764	1201086	+							CELF_RS05555	1323		old_locus_tag=Celf_1103
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1199764	1201086	+	WP_013770264.1	WP_013770264.1		ATP-binding protein			CELF_RS05555	1323	440	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1201083	1201757	+							CELF_RS05560	675		old_locus_tag=Celf_1104
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1201083	1201757	+	WP_013770265.1	WP_013770265.1		response regulator transcription factor			CELF_RS05560	675	224	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1201826	1202173	+							CELF_RS05565	348		old_locus_tag=Celf_1105
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1201826	1202173	+	WP_013770266.1	WP_013770266.1		hypothetical protein			CELF_RS05565	348	115	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1202260	1202742	+							CELF_RS05570	483		old_locus_tag=Celf_1106
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1202260	1202742	+	WP_013770267.1	WP_013770267.1		DUF456 domain-containing protein			CELF_RS05570	483	160	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1202859	1205417	+					pcrA		CELF_RS05575	2559		old_locus_tag=Celf_1107
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1202859	1205417	+	WP_013770268.1	WP_013770268.1		DNA helicase PcrA	pcrA		CELF_RS05575	2559	852	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1205535	1206074	-							CELF_RS05580	540		old_locus_tag=Celf_1108
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1205535	1206074	-	WP_013770269.1	WP_013770269.1		Clp domain-containing protein			CELF_RS05580	540	179	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1206074	1206283	-							CELF_RS05585	210		old_locus_tag=Celf_1109
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1206074	1206283	-	WP_013770270.1	WP_013770270.1		hypothetical protein			CELF_RS05585	210	69	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1206348	1207031	-							CELF_RS05590	684		old_locus_tag=Celf_1110
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1206348	1207031	-	WP_013770271.1	WP_013770271.1		uridine kinase			CELF_RS05590	684	227	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1207095	1207430	+							CELF_RS05595	336		old_locus_tag=Celf_1111
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1207095	1207430	+	WP_013770272.1	WP_013770272.1		TraR/DksA C4-type zinc finger protein			CELF_RS05595	336	111	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1207611	1209164	+							CELF_RS05600	1554		old_locus_tag=Celf_1112
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1207611	1209164	+	WP_013770273.1	WP_013770273.1		OmpA family protein			CELF_RS05600	1554	517	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1209298	1210479	+					sucC		CELF_RS05605	1182		old_locus_tag=Celf_1113
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1209298	1210479	+	WP_013770274.1	WP_013770274.1		ADP-forming succinate--CoA ligase subunit beta	sucC		CELF_RS05605	1182	393	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1210515	1211396	+					sucD		CELF_RS05610	882		old_locus_tag=Celf_1114
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1210515	1211396	+	WP_013770275.1	WP_013770275.1		succinate--CoA ligase subunit alpha	sucD		CELF_RS05610	882	293	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1211573	1212850	+							CELF_RS05615	1278		old_locus_tag=Celf_1115
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1211573	1212850	+	WP_013770276.1	WP_013770276.1		DUF6350 family protein			CELF_RS05615	1278	425	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1212914	1213465	-							CELF_RS05620	552		old_locus_tag=Celf_1116
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1212914	1213465	-	WP_013770277.1	WP_013770277.1		hypothetical protein			CELF_RS05620	552	183	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1213641	1214321	+					purN		CELF_RS20150	681		old_locus_tag=Celf_1117
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1213641	1214321	+	WP_013770278.1	WP_013770278.1		phosphoribosylglycinamide formyltransferase	purN		CELF_RS20150	681	226	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1214511	1216118	+					purH		CELF_RS05630	1608		old_locus_tag=Celf_1118
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1214511	1216118	+	WP_013770279.1	WP_013770279.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH		CELF_RS05630	1608	535	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1216218	1217507	-							CELF_RS05635	1290		old_locus_tag=Celf_1119
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1216218	1217507	-	WP_232014308.1	WP_232014308.1		FAD-dependent oxidoreductase			CELF_RS05635	1290	429	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1217565	1217951	+							CELF_RS05640	387		old_locus_tag=Celf_1120
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1217565	1217951	+	WP_212758802.1	WP_212758802.1		DUF3017 domain-containing protein			CELF_RS05640	387	128	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1218033	1219067	-							CELF_RS05645	1035		old_locus_tag=Celf_1121
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1218033	1219067	-	WP_013770282.1	WP_013770282.1		aquaporin			CELF_RS05645	1035	344	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1219326	1220543	+							CELF_RS05650	1218		old_locus_tag=Celf_1122
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1219326	1220543	+	WP_013770283.1	WP_013770283.1		NADP-dependent isocitrate dehydrogenase			CELF_RS05650	1218	405	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1220623	1221648	+							CELF_RS05655	1026		old_locus_tag=Celf_1123
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1220623	1221648	+	WP_232014309.1	WP_232014309.1		malate dehydrogenase			CELF_RS05655	1026	341	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1221740	1222225	+							CELF_RS05660	486		old_locus_tag=Celf_1124
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1221740	1222225	+	WP_126297676.1	WP_126297676.1		hypothetical protein			CELF_RS05660	486	161	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1222332	1222562	+							CELF_RS05665	231		old_locus_tag=Celf_1125
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1222332	1222562	+	WP_232014310.1	WP_232014310.1		DUF167 domain-containing protein			CELF_RS05665	231	76	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1222768	1228689	+					pulA		CELF_RS05670	5922		old_locus_tag=Celf_1126
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1222768	1228689	+	WP_013770287.1	WP_013770287.1		pullulanase-type alpha-1,6-glucosidase	pulA		CELF_RS05670	5922	1973	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1228903	1230381	+							CELF_RS05675	1479		old_locus_tag=Celf_1127
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1228903	1230381	+	WP_013770288.1	WP_013770288.1		S1 family peptidase			CELF_RS05675	1479	492	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1230455	1231330	-					purU		CELF_RS05680	876		old_locus_tag=Celf_1128
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1230455	1231330	-	WP_013770289.1	WP_013770289.1		formyltetrahydrofolate deformylase	purU		CELF_RS05680	876	291	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1231378	1231875	+							CELF_RS05685	498		old_locus_tag=Celf_1129
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1231378	1231875	+	WP_013770290.1	WP_013770290.1		GNAT family N-acetyltransferase			CELF_RS05685	498	165	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1231967	1232650	+							CELF_RS05690	684		old_locus_tag=Celf_1130
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1231967	1232650	+	WP_126298025.1	WP_126298025.1		aminoglycoside 3'-phosphotransferase			CELF_RS05690	684	227	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1232760	1233818	+							CELF_RS05695	1059		
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1232760	1233818	+	WP_041553352.1	WP_041553352.1		hypothetical protein			CELF_RS05695	1059	352	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1233713	1234651	-							CELF_RS05700	939		old_locus_tag=Celf_1132
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1233713	1234651	-	WP_013770293.1	WP_013770293.1		DMT family transporter			CELF_RS05700	939	312	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1234692	1235249	+							CELF_RS05705	558		old_locus_tag=Celf_1133
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1234692	1235249	+	WP_049791435.1	WP_049791435.1		MarR family transcriptional regulator			CELF_RS05705	558	185	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1235224	1235850	-							CELF_RS05710	627		old_locus_tag=Celf_1134
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1235224	1235850	-	WP_013770295.1	WP_013770295.1		hypothetical protein			CELF_RS05710	627	208	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1236175	1237464	+							CELF_RS05715	1290		old_locus_tag=Celf_1135
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1236175	1237464	+	WP_013770296.1	WP_013770296.1		serine hydroxymethyltransferase			CELF_RS05715	1290	429	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1237475	1238356	+							CELF_RS05720	882		old_locus_tag=Celf_1136
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1237475	1238356	+	WP_013770297.1	WP_013770297.1		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase			CELF_RS05720	882	293	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1238477	1238962	+							CELF_RS05725	486		old_locus_tag=Celf_1137
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1238477	1238962	+	WP_013770298.1	WP_013770298.1		VOC family protein			CELF_RS05725	486	161	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1239014	1239829	+							CELF_RS05730	816		old_locus_tag=Celf_1138
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1239014	1239829	+	WP_041553354.1	WP_041553354.1		exodeoxyribonuclease III			CELF_RS05730	816	271	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1239882	1240322	+							CELF_RS05735	441		old_locus_tag=Celf_1139
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1239882	1240322	+	WP_013770300.1	WP_013770300.1		GNAT family N-acetyltransferase			CELF_RS05735	441	146	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1240331	1241644	-							CELF_RS05740	1314		old_locus_tag=Celf_1140
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1240331	1241644	-	WP_013770301.1	WP_013770301.1		MFS transporter			CELF_RS05740	1314	437	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1241704	1242261	+							CELF_RS05745	558		old_locus_tag=Celf_1141
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1241704	1242261	+	WP_013770302.1	WP_013770302.1		helix-turn-helix domain-containing protein			CELF_RS05745	558	185	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1242264	1243511	-							CELF_RS05750	1248		old_locus_tag=Celf_1142
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1242264	1243511	-	WP_013770303.1	WP_013770303.1		ABC transporter permease			CELF_RS05750	1248	415	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1243508	1244227	-							CELF_RS05755	720		old_locus_tag=Celf_1143
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1243508	1244227	-	WP_013770304.1	WP_013770304.1		ABC transporter ATP-binding protein			CELF_RS05755	720	239	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1244224	1245867	-							CELF_RS05760	1644		old_locus_tag=Celf_1144
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1244224	1245867	-	WP_013770305.1	WP_013770305.1		hypothetical protein			CELF_RS05760	1644	547	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1245905	1246867	-							CELF_RS05765	963		old_locus_tag=Celf_1145
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1245905	1246867	-	WP_013770306.1	WP_013770306.1		hypothetical protein			CELF_RS05765	963	320	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1247043	1248272	-							CELF_RS05770	1230		old_locus_tag=Celf_1146
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1247043	1248272	-	WP_013770307.1	WP_013770307.1		ABC transporter permease			CELF_RS05770	1230	409	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1248269	1249102	-							CELF_RS05775	834		old_locus_tag=Celf_1147
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1248269	1249102	-	WP_013770308.1	WP_013770308.1		ABC transporter ATP-binding protein			CELF_RS05775	834	277	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1249099	1250130	-							CELF_RS05780	1032		old_locus_tag=Celf_1148
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1249099	1250130	-	WP_013770309.1	WP_013770309.1		secretion protein HlyD			CELF_RS05780	1032	343	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1250288	1251214	-							CELF_RS05785	927		old_locus_tag=Celf_1149
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1250288	1251214	-	WP_013770310.1	WP_013770310.1		hypothetical protein			CELF_RS05785	927	308	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1251316	1252542	-					galK		CELF_RS05790	1227		old_locus_tag=Celf_1150
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1251316	1252542	-	WP_013770311.1	WP_013770311.1		galactokinase	galK		CELF_RS05790	1227	408	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1252539	1253726	-					galT		CELF_RS05795	1188		old_locus_tag=Celf_1151
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1252539	1253726	-	WP_013770312.1	WP_013770312.1		galactose-1-phosphate uridylyltransferase	galT		CELF_RS05795	1188	395	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1253723	1254577	-							CELF_RS05800	855		old_locus_tag=Celf_1152
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1253723	1254577	-	WP_013770313.1	WP_013770313.1		DeoR/GlpR family DNA-binding transcription regulator			CELF_RS05800	855	284	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1254640	1255791	-							CELF_RS05805	1152		old_locus_tag=Celf_1153
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1254640	1255791	-	WP_013770314.1	WP_013770314.1		Mrp/NBP35 family ATP-binding protein			CELF_RS05805	1152	383	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1255864	1256442	-							CELF_RS05810	579		old_locus_tag=Celf_1154
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1255864	1256442	-	WP_013770315.1	WP_013770315.1		DUF1003 domain-containing protein			CELF_RS05810	579	192	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1256435	1257748	-							CELF_RS05815	1314		old_locus_tag=Celf_1155
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1256435	1257748	-	WP_013770316.1	WP_013770316.1		CBS domain-containing protein			CELF_RS05815	1314	437	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1257821	1258453	+							CELF_RS05820	633		old_locus_tag=Celf_1156
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1257821	1258453	+	WP_013770317.1	WP_013770317.1		hypothetical protein			CELF_RS05820	633	210	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1258467	1260002	-							CELF_RS05825	1536		old_locus_tag=Celf_1157
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1258467	1260002	-	WP_013770318.1	WP_013770318.1		aminopeptidase P family protein			CELF_RS05825	1536	511	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1260082	1260924	+							CELF_RS05830	843		old_locus_tag=Celf_1158
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1260082	1260924	+	WP_013770319.1	WP_013770319.1		PHP domain-containing protein			CELF_RS05830	843	280	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1260934	1261557	+							CELF_RS05835	624		old_locus_tag=Celf_1159
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1260934	1261557	+	WP_013770320.1	WP_013770320.1		MarC family protein			CELF_RS05835	624	207	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1261669	1263354	-							CELF_RS05840	1686		old_locus_tag=Celf_1160
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1261669	1263354	-	WP_232014342.1	WP_232014342.1		DEAD/DEAH box helicase			CELF_RS05840	1686	561	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1263739	1264512	+							CELF_RS05845	774		old_locus_tag=Celf_1161
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1263739	1264512	+	WP_013770322.1	WP_013770322.1		ferritin-like fold-containing protein			CELF_RS05845	774	257	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1264620	1264844	-							CELF_RS05850	225		old_locus_tag=Celf_1162
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1264620	1264844	-	WP_041553871.1	WP_041553871.1		DUF3107 domain-containing protein			CELF_RS05850	225	74	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1264908	1265576	-							CELF_RS05855	669		old_locus_tag=Celf_1163
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1264908	1265576	-	WP_013770324.1	WP_013770324.1		TetR/AcrR family transcriptional regulator			CELF_RS05855	669	222	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1265750	1266601	+							CELF_RS05860	852		old_locus_tag=Celf_1164
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1265750	1266601	+	WP_013770325.1	WP_013770325.1		DUF3152 domain-containing protein			CELF_RS05860	852	283	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1266669	1269902	+							CELF_RS05865	3234		old_locus_tag=Celf_1165
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1266669	1269902	+	WP_013770326.1	WP_013770326.1		ATP-dependent helicase			CELF_RS05865	3234	1077	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1269899	1273399	+							CELF_RS05870	3501		old_locus_tag=Celf_1166
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1269899	1273399	+	WP_013770327.1	WP_013770327.1		DEAD/DEAH box helicase			CELF_RS05870	3501	1166	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1273419	1273739	-							CELF_RS05875	321		old_locus_tag=Celf_1167
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1273419	1273739	-	WP_013770328.1	WP_013770328.1		hypothetical protein			CELF_RS05875	321	106	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1273845	1274786	-							CELF_RS05880	942		old_locus_tag=Celf_1168
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1273845	1274786	-	WP_013770329.1	WP_013770329.1		phosphotransferase			CELF_RS05880	942	313	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1274997	1276112	+					nudC		CELF_RS05885	1116		old_locus_tag=Celf_1169
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1274997	1276112	+	WP_013770330.1	WP_013770330.1		NAD(+) diphosphatase	nudC		CELF_RS05885	1116	371	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1276176	1276439	-							CELF_RS05890	264		old_locus_tag=Celf_1170
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1276176	1276439	-	WP_013770331.1	WP_013770331.1		mycoredoxin			CELF_RS05890	264	87	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1276634	1278694	+							CELF_RS05895	2061		old_locus_tag=Celf_1171
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1276634	1278694	+	WP_013770332.1	WP_013770332.1		ATP-dependent DNA helicase UvrD2			CELF_RS05895	2061	686	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1278839	1279060	+							CELF_RS05900	222		old_locus_tag=Celf_1172
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1278839	1279060	+	WP_013770333.1	WP_013770333.1		hypothetical protein			CELF_RS05900	222	73	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1279204	1279554	+							CELF_RS05905	351		old_locus_tag=Celf_1173
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1279204	1279554	+	WP_013770334.1	WP_013770334.1		WhiB family transcriptional regulator			CELF_RS05905	351	116	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1279597	1280595	-							CELF_RS05910	999		old_locus_tag=Celf_1174
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1279597	1280595	-	WP_013770335.1	WP_013770335.1		ThiF family adenylyltransferase			CELF_RS05910	999	332	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1280832	1280990	-							CELF_RS20610	159		old_locus_tag=Celf_1175
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1280832	1280990	-	WP_013770336.1	WP_013770336.1		DUF5679 domain-containing protein			CELF_RS20610	159	52	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1281183	1281809	+							CELF_RS05915	627		old_locus_tag=Celf_1176
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1281183	1281809	+	WP_013770337.1	WP_013770337.1		M48 family metallopeptidase			CELF_RS05915	627	208	
gene	protein_coding	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1281914	1283311	-							CELF_RS05920	1398		old_locus_tag=Celf_1177
CDS	with_protein	GCF_000212695.1	Primary Assembly	chromosome		NC_015514.1	1281914	1283311	-	WP_013770338.1	WP_013770338.1		zinc-dependent metalloprotease			CELF_RS05920	1398	465	
