# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1113679	1114227	-	WP_135972853.1	WP_135972853.1		DUF1003 domain-containing protein			E5225_RS05115	549	182	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1114220	1115521	-							E5225_RS05120	1302		old_locus_tag=E5225_05120
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1114220	1115521	-	WP_135972852.1	WP_135972852.1		CBS domain-containing protein			E5225_RS05120	1302	433	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1115621	1116436	-							E5225_RS05125	816		old_locus_tag=E5225_05125
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1115621	1116436	-	WP_243738149.1	WP_243738149.1		siderophore-interacting protein			E5225_RS05125	816	271	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1116637	1117263	+							E5225_RS05130	627		old_locus_tag=E5225_05130
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1116637	1117263	+	WP_243738148.1	WP_243738148.1		hypothetical protein			E5225_RS05130	627	208	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1117283	1118809	-							E5225_RS05135	1527		old_locus_tag=E5225_05135
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1117283	1118809	-	WP_208012496.1	WP_208012496.1		aminopeptidase P family protein			E5225_RS05135	1527	508	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1118933	1119775	+							E5225_RS05140	843		old_locus_tag=E5225_05140
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1118933	1119775	+	WP_135972850.1	WP_135972850.1		PHP domain-containing protein			E5225_RS05140	843	280	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1119772	1120392	+							E5225_RS05145	621		old_locus_tag=E5225_05145
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1119772	1120392	+	WP_135972849.1	WP_135972849.1		MarC family protein			E5225_RS05145	621	206	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1120476	1122242	-							E5225_RS05150	1767		old_locus_tag=E5225_05150
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1120476	1122242	-	WP_244243694.1	WP_244243694.1		DEAD/DEAH box helicase			E5225_RS05150	1767	588	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1122707	1123486	+							E5225_RS05155	780		old_locus_tag=E5225_05155
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1122707	1123486	+	WP_135973675.1	WP_135973675.1		ferritin-like fold-containing protein			E5225_RS05155	780	259	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1123561	1123788	-							E5225_RS05160	228		old_locus_tag=E5225_05160
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1123561	1123788	-	WP_135973674.1	WP_135973674.1		DUF3107 domain-containing protein			E5225_RS05160	228	75	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1123849	1124559	-							E5225_RS05165	711		old_locus_tag=E5225_05165
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1123849	1124559	-	WP_135973673.1	WP_135973673.1		TetR/AcrR family transcriptional regulator			E5225_RS05165	711	236	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1124704	1128054	+							E5225_RS05170	3351		old_locus_tag=E5225_05170
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1124704	1128054	+	WP_135973672.1	WP_135973672.1		PD-(D/E)XK nuclease family protein			E5225_RS05170	3351	1116	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1128051	1131503	+							E5225_RS05175	3453		old_locus_tag=E5225_05175
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1128051	1131503	+	WP_135973671.1	WP_135973671.1		DEAD/DEAH box helicase			E5225_RS05175	3453	1150	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1131526	1132464	-							E5225_RS05180	939		old_locus_tag=E5225_05180
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1131526	1132464	-	WP_135973670.1	WP_135973670.1		phosphotransferase			E5225_RS05180	939	312	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1132671	1133678	+					nudC		E5225_RS05185	1008		old_locus_tag=E5225_05185
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1132671	1133678	+	WP_135973669.1	WP_135973669.1		NAD(+) diphosphatase	nudC		E5225_RS05185	1008	335	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1133728	1133988	-							E5225_RS05190	261		old_locus_tag=E5225_05190
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1133728	1133988	-	WP_135973668.1	WP_135973668.1		mycoredoxin			E5225_RS05190	261	86	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1134144	1136219	+							E5225_RS05195	2076		old_locus_tag=E5225_05195
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1134144	1136219	+	WP_135973667.1	WP_135973667.1		ATP-dependent DNA helicase UvrD2			E5225_RS05195	2076	691	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1136457	1136618	+							E5225_RS17430	162		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1136457	1136618	+	WP_166435966.1	WP_166435966.1		hypothetical protein			E5225_RS17430	162	53	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1136865	1137107	+							E5225_RS05200	243		old_locus_tag=E5225_05200
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1136865	1137107	+	WP_135973678.1	WP_135973678.1		WhiB family transcriptional regulator			E5225_RS05200	243	80	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1137122	1138231	-							E5225_RS05205	1110		old_locus_tag=E5225_05205
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1137122	1138231	-	WP_135973666.1	WP_135973666.1		ThiF family adenylyltransferase			E5225_RS05205	1110	369	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1138404	1138562	-							E5225_RS05210	159		old_locus_tag=E5225_05210
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1138404	1138562	-	WP_135973665.1	WP_135973665.1		DUF5679 domain-containing protein			E5225_RS05210	159	52	
gene	pseudogene	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1138764	1139303	+							E5225_RS17865	540		partial;pseudo
CDS	without_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1138764	1139303	+				M48 family metallopeptidase			E5225_RS17865	540		partial;pseudo
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1139718	1141250	-							E5225_RS05220	1533		old_locus_tag=E5225_05220
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1139718	1141250	-	WP_135973663.1	WP_135973663.1		zinc-dependent metalloprotease			E5225_RS05220	1533	510	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1141383	1142513	+							E5225_RS05225	1131		old_locus_tag=E5225_05225
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1141383	1142513	+	WP_243738243.1	WP_243738243.1		PDZ domain-containing protein			E5225_RS05225	1131	376	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1142556	1143050	-							E5225_RS05230	495		old_locus_tag=E5225_05230
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1142556	1143050	-	WP_243738244.1	WP_243738244.1		PPA1309 family protein			E5225_RS05230	495	164	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1143335	1146346	+							E5225_RS05235	3012		old_locus_tag=E5225_05235
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1143335	1146346	+	WP_135973661.1	WP_135973661.1		UPF0182 family protein			E5225_RS05235	3012	1003	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1146478	1147464	+							E5225_RS05240	987		old_locus_tag=E5225_05240
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1146478	1147464	+	WP_135973660.1	WP_135973660.1		DMT family transporter			E5225_RS05240	987	328	
gene	tRNA	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1147582	1147655	+							E5225_RS05245	74		old_locus_tag=E5225_05245
tRNA		GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1147582	1147655	+				tRNA-Met			E5225_RS05245	74		anticodon=CAT
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1148147	1149823	+							E5225_RS05250	1677		old_locus_tag=E5225_05250
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1148147	1149823	+	WP_135973659.1	WP_135973659.1		hypothetical protein			E5225_RS05250	1677	558	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1149868	1150581	+							E5225_RS05255	714		old_locus_tag=E5225_05255
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1149868	1150581	+	WP_135973658.1	WP_135973658.1		hypothetical protein			E5225_RS05255	714	237	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1151254	1152051	-							E5225_RS05260	798		old_locus_tag=E5225_05260
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1151254	1152051	-	WP_135973657.1	WP_135973657.1		hypothetical protein			E5225_RS05260	798	265	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1152145	1152864	+							E5225_RS05265	720		old_locus_tag=E5225_05265
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1152145	1152864	+	WP_135973656.1	WP_135973656.1		MSMEG_4193 family putative phosphomutase			E5225_RS05265	720	239	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1152874	1153425	+							E5225_RS05270	552		old_locus_tag=E5225_05270
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1152874	1153425	+	WP_135973655.1	WP_135973655.1		DUF3090 domain-containing protein			E5225_RS05270	552	183	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1153422	1154195	+							E5225_RS05275	774		old_locus_tag=E5225_05275
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1153422	1154195	+	WP_135973654.1	WP_135973654.1		SCO1664 family protein			E5225_RS05275	774	257	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1154290	1155099	+							E5225_RS05280	810		old_locus_tag=E5225_05280
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1154290	1155099	+	WP_135973676.1	WP_135973676.1		PRC and DUF2382 domain-containing protein			E5225_RS05280	810	269	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1155246	1155899	+							E5225_RS05285	654		old_locus_tag=E5225_05285
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1155246	1155899	+	WP_208012549.1	WP_208012549.1		hypothetical protein			E5225_RS05285	654	217	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1156029	1157426	+							E5225_RS05290	1398		old_locus_tag=E5225_05290
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1156029	1157426	+	WP_135973653.1	WP_135973653.1		SWIM zinc finger family protein			E5225_RS05290	1398	465	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1157423	1158988	+							E5225_RS05295	1566		old_locus_tag=E5225_05295
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1157423	1158988	+	WP_136225328.1	WP_136225328.1		DUF5691 domain-containing protein			E5225_RS05295	1566	521	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1158985	1160160	+							E5225_RS05300	1176		old_locus_tag=E5225_05300
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1158985	1160160	+	WP_135974138.1	WP_135974138.1		AAA family ATPase			E5225_RS05300	1176	391	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1160157	1162406	+							E5225_RS05305	2250		old_locus_tag=E5225_05305
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1160157	1162406	+	WP_243738314.1	WP_243738314.1		DUF5682 family protein			E5225_RS05305	2250	749	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1162403	1163653	+							E5225_RS05310	1251		old_locus_tag=E5225_05310
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1162403	1163653	+	WP_243738315.1	WP_243738315.1		VWA domain-containing protein			E5225_RS05310	1251	416	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1163660	1165684	-					ggt		E5225_RS05315	2025		old_locus_tag=E5225_05315
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1163660	1165684	-	WP_135974139.1	WP_135974139.1		gamma-glutamyltransferase	ggt		E5225_RS05315	2025	674	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1165776	1166348	-							E5225_RS05320	573		old_locus_tag=E5225_05320
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1165776	1166348	-	WP_135974140.1	WP_135974140.1		MOSC domain-containing protein			E5225_RS05320	573	190	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1166427	1167251	-							E5225_RS05325	825		old_locus_tag=E5225_05325
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1166427	1167251	-	WP_135974141.1	WP_135974141.1		GAF and ANTAR domain-containing protein			E5225_RS05325	825	274	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1167591	1168013	+							E5225_RS17435	423		
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1167591	1168013	+	WP_166435993.1	WP_166435993.1		STAS domain-containing protein			E5225_RS17435	423	140	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1168010	1169452	-							E5225_RS05335	1443		old_locus_tag=E5225_05335
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1168010	1169452	-	WP_243738316.1	WP_243738316.1		MFS transporter			E5225_RS05335	1443	480	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1169524	1170330	-							E5225_RS05340	807		old_locus_tag=E5225_05340
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1169524	1170330	-	WP_208012571.1	WP_208012571.1		ferredoxin reductase			E5225_RS05340	807	268	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1170341	1170967	-							E5225_RS05345	627		old_locus_tag=E5225_05345
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1170341	1170967	-	WP_135974143.1	WP_135974143.1		molybdopterin-dependent oxidoreductase			E5225_RS05345	627	208	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1171037	1171459	-							E5225_RS05350	423		old_locus_tag=E5225_05350
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1171037	1171459	-	WP_135974144.1	WP_135974144.1		organic hydroperoxide resistance protein			E5225_RS05350	423	140	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1171726	1173342	+							E5225_RS05355	1617		old_locus_tag=E5225_05355
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1171726	1173342	+	WP_243738317.1	WP_243738317.1		ATP-dependent DNA ligase			E5225_RS05355	1617	538	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1173358	1173981	-							E5225_RS05360	624		old_locus_tag=E5225_05360
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1173358	1173981	-	WP_243738318.1	WP_243738318.1		superoxide dismutase family protein			E5225_RS05360	624	207	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1174198	1174539	+							E5225_RS05365	342		old_locus_tag=E5225_05365
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1174198	1174539	+	WP_135974146.1	WP_135974146.1		hypothetical protein			E5225_RS05365	342	113	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1174614	1175120	-							E5225_RS05370	507		old_locus_tag=E5225_05370
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1174614	1175120	-	WP_135974147.1	WP_135974147.1		DUF421 domain-containing protein			E5225_RS05370	507	168	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1175133	1175411	-							E5225_RS05375	279		old_locus_tag=E5225_05375
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1175133	1175411	-	WP_135974148.1	WP_135974148.1		hypothetical protein			E5225_RS05375	279	92	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1175474	1176379	-							E5225_RS05380	906		old_locus_tag=E5225_05380
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1175474	1176379	-	WP_135974149.1	WP_135974149.1		ribonuclease Z			E5225_RS05380	906	301	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1176539	1177687	+							E5225_RS05385	1149		old_locus_tag=E5225_05385
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1176539	1177687	+	WP_135974150.1	WP_135974150.1		glutathione-dependent formaldehyde dehydrogenase			E5225_RS05385	1149	382	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1177700	1178269	+							E5225_RS05390	570		old_locus_tag=E5225_05390
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1177700	1178269	+	WP_135974151.1	WP_135974151.1		hypothetical protein			E5225_RS05390	570	189	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1178321	1180840	-							E5225_RS05395	2520		old_locus_tag=E5225_05395
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1178321	1180840	-	WP_208012572.1	WP_208012572.1		SpoIIE family protein phosphatase			E5225_RS05395	2520	839	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1180939	1181913	-					ligD		E5225_RS05400	975		old_locus_tag=E5225_05400
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1180939	1181913	-	WP_135974152.1	WP_135974152.1		non-homologous end-joining DNA ligase	ligD		E5225_RS05400	975	324	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1182010	1183338	+							E5225_RS05405	1329		old_locus_tag=E5225_05405
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1182010	1183338	+	WP_244243682.1	WP_244243682.1		YibE/F family protein			E5225_RS05405	1329	442	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1183378	1183788	-							E5225_RS05410	411		old_locus_tag=E5225_05410
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1183378	1183788	-	WP_135975082.1	WP_135975082.1		transcriptional repressor			E5225_RS05410	411	136	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1184091	1184924	+							E5225_RS05415	834		old_locus_tag=E5225_05415
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1184091	1184924	+	WP_243738386.1	WP_243738386.1		universal stress protein			E5225_RS05415	834	277	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1185079	1185822	+					thyX		E5225_RS05420	744		old_locus_tag=E5225_05420
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1185079	1185822	+	WP_135975084.1	WP_135975084.1		FAD-dependent thymidylate synthase	thyX		E5225_RS05420	744	247	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1185838	1186668	-							E5225_RS05425	831		old_locus_tag=E5225_05425
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1185838	1186668	-	WP_135975086.1	WP_135975086.1		SDR family NAD(P)-dependent oxidoreductase			E5225_RS05425	831	276	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1186742	1187749	-							E5225_RS05430	1008		old_locus_tag=E5225_05430
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1186742	1187749	-	WP_135975088.1	WP_135975088.1		LacI family transcriptional regulator			E5225_RS05430	1008	335	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1187761	1189254	-							E5225_RS05435	1494		old_locus_tag=E5225_05435
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1187761	1189254	-	WP_243738389.1	WP_243738389.1		altronate dehydratase family protein			E5225_RS05435	1494	497	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1189579	1190448	+							E5225_RS05440	870		old_locus_tag=E5225_05440
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1189579	1190448	+	WP_243738387.1	WP_243738387.1		ThuA domain-containing protein			E5225_RS05440	870	289	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1190627	1191604	+							E5225_RS05445	978		old_locus_tag=E5225_05445
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1190627	1191604	+	WP_208012619.1	WP_208012619.1		LacI family transcriptional regulator			E5225_RS05445	978	325	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1191681	1192670	+							E5225_RS05450	990		old_locus_tag=E5225_05450
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1191681	1192670	+	WP_135975094.1	WP_135975094.1		LacI family transcriptional regulator			E5225_RS05450	990	329	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1192732	1194840	-					recD		E5225_RS05455	2109		old_locus_tag=E5225_05455
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1192732	1194840	-	WP_136225330.1	WP_136225330.1		exodeoxyribonuclease V subunit alpha	recD		E5225_RS05455	2109	702	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1194837	1198427	-							E5225_RS05460	3591		old_locus_tag=E5225_05460
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1194837	1198427	-	WP_135973511.1	WP_135973511.1		UvrD-helicase domain-containing protein			E5225_RS05460	3591	1196	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1198424	1201942	-					recC		E5225_RS05465	3519		old_locus_tag=E5225_05465
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1198424	1201942	-	WP_243738222.1	WP_243738222.1		exodeoxyribonuclease V subunit gamma	recC		E5225_RS05465	3519	1172	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1202032	1202802	-							E5225_RS05470	771		old_locus_tag=E5225_05470
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1202032	1202802	-	WP_135973510.1	WP_135973510.1		glycerophosphodiester phosphodiesterase			E5225_RS05470	771	256	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1202938	1205277	+							E5225_RS05475	2340		old_locus_tag=E5225_05475
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1202938	1205277	+	WP_135973509.1	WP_135973509.1		esterase-like activity of phytase family protein			E5225_RS05475	2340	779	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1205429	1205782	+							E5225_RS05480	354		old_locus_tag=E5225_05480
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1205429	1205782	+	WP_135973508.1	WP_135973508.1		hypothetical protein			E5225_RS05480	354	117	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1205828	1206652	-							E5225_RS05485	825		old_locus_tag=E5225_05485
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1205828	1206652	-	WP_135973507.1	WP_135973507.1		ABC transporter permease			E5225_RS05485	825	274	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1206652	1207461	-							E5225_RS05490	810		old_locus_tag=E5225_05490
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1206652	1207461	-	WP_135973506.1	WP_135973506.1		ATP-binding cassette domain-containing protein			E5225_RS05490	810	269	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1207525	1208367	-							E5225_RS05495	843		old_locus_tag=E5225_05495
CDS	with_protein	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1207525	1208367	-	WP_135973505.1	WP_135973505.1		DUF4097 family beta strand repeat-containing protein			E5225_RS05495	843	280	
gene	protein_coding	GCF_004798685.1	Primary Assembly	chromosome		NZ_CP039291.1	1208413	1208934	-							E5225_RS05500	522		old_locus_tag=E5225_05500
